0,1.5723539333578834e-11
1,1.556100065591748e-11
2,1.53806023239663e-11
3,1.529475476641668e-11
4,1.5219050072185795e-11
5,1.5159233914197847e-11
6,1.5128514297018607e-11
7,1.512757211062406e-11
8,1.5152766009520824e-11
9,1.5185779461801896e-11
10,1.5237758075284298e-11
11,1.5299051381656242e-11
12,1.5365659137776007e-11
13,1.5441019659361464e-11
14,1.5516619231111415e-11
15,1.557825611505931e-11
16,1.5631748331389184e-11
17,1.5689927905645963e-11
18,1.5725911139022735e-11
19,1.572927878662118e-11
20,1.5707276018536152e-11
21,1.567019999805836e-11
22,1.5635708809356012e-11
23,1.5612659766147096e-11
